
90.0;81.0;[70];[-106.98903635285];[151.84896745247562]

90.0;81.0;[70];[-106.98903635285];[151.84896745247562]

90.0;81.0;[70];[-106.98903635285];[151.84896745247562]

90.0;81.0;[70];[-106.98903635285];[151.84896745247562]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;80.125;[70];[160.84170745964977];[-143.80683325391252]

90.0;79.625;[70];[76.09568985230808];[-76.92235100894418]

90.0;79.625;[70];[76.09568985230808];[-76.92235100894418]

90.0;79.625;[70];[76.09568985230808];[-76.92235100894418]

90.0;79.625;[70];[76.09568985230808];[-76.92235100894418]

90.0;79.625;[70];[76.09568985230808];[-76.92235100894418]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;79.125;[70];[38.94744372882323];[-63.03743570237676]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.75;[70];[15.090561928732521];[-64.66134461893705]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.375;[70];[-14.207655240222957];[-77.41516667845836]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;78.0;[70];[-67.05238134865819];[-116.62863397065509]

90.0;77.625;[70];[-291.6413231800698];[-329.01278228485364]

90.0;77.625;[70];[-291.6413231800698];[-329.01278228485364]

111.625;77.625;[70];[-319.00457019437385];[400.6048173396769]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.625;[70];[103.3811783714755];[124.89272360393551]

114.375;77.3125;[70];[85.59685836127372];[87.02911318752301]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.3125;[70];[512.8708557912375];[488.8229596716116]

115.125;77.0;[70];[163.78705360685592];[147.0593699919482]

115.125;77.0;[70];[163.78705360685592];[147.0593699919482]

115.125;77.0;[70];[163.78705360685592];[147.0593699919482]

115.125;77.0;[70];[163.78705360685592];[147.0593699919482]

115.875;77.0;[70];[-230.33976744442236];[-82.02831242467619]

115.875;77.0;[70];[-230.33976744442236];[-82.02831242467619]

116.625;76.3125;[70];[-152.89038893313165];[72.6798285256411]

116.625;76.3125;[70];[-152.89038893313165];[72.6798285256411]

117.375;76.3125;[70];[-61.56892421631127];[70.49699830773892]

117.375;76.3125;[70];[-61.56892421631127];[70.49699830773892]

117.375;76.3125;[70];[-61.56892421631127];[70.49699830773892]

117.375;76.3125;[70];[-61.56892421631127];[70.49699830773892]

117.375;76.3125;[70];[-61.56892421631127];[70.49699830773892]

117.375;76.0;[70];[-54.783994682295656];[87.77186275545978]

117.375;76.0;[70];[-54.783994682295656];[87.77186275545978]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.125;76.0;[70];[-39.63046788408441];[66.55469552969792]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

118.875;76.0;[70];[-53.55593571608987];[45.81314043481822]

119.625;76.0;[70];[-478.1999413161671];[-204.46425871647523]
